HPMC(%),MgSt(%),Pressure(kN),Dose(mg),R_2h(%),R_4h(%),R_8h(%),R_12h(%),R_16h(%),R_24h(%)
23.682099526511077,1.9322979209947913,15.419057258363551,113.78202567038502,48.51,64.42,89.44,92.22,92.25,97.9
33.55527884179041,1.6068453750436529,12.42696367483727,53.37039624801761,58.34,76.52,89.35,95.04,97.34,100.0
15.990213464750791,1.331531078767101,13.550416593597774,90.3016039077419,44.51,64.13,85.25,91.5,94.25,97.84
25.42703315240835,1.4175811193515284,16.96965125760508,131.24513219913004,52.81,73.06,92.06,95.95,100.0,99.36
27.772437065861276,1.1294000936416848,8.440198434687176,145.0217329739221,48.8,62.57,89.42,94.88,100.0,90.53
11.393512381599932,0.8715964842517362,11.02924333212825,88.68315281498035,45.34,57.38,81.06,84.36,94.52,94.15
28.22634555704315,1.0339590179768923,16.56019503061463,70.90341111092363,54.05,81.73,91.08,97.43,100.0,100.0
15.115723710618745,1.6367691656965537,18.74248205224639,175.23953551989487,46.8,67.27,92.06,92.48,96.86,100.0
11.951547789558386,0.5215902329446338,14.140129305387994,197.66032710553282,48.12,68.03,85.42,88.3,100.0,95.26
38.466566117599996,0.6741089607603743,14.385361823183787,128.85352734540288,62.17,78.55,94.16,99.11,100.0,100.0
38.96896099223678,0.5690039630326291,9.286064136077313,75.75189287724552,63.36,79.75,92.33,100.0,100.0,96.16
34.25192044349383,0.5610932034784553,13.368948401881456,90.84609897790534,60.55,80.71,92.29,100.0,98.62,100.0
19.13841307520112,1.7831908760165107,14.391407197460278,52.758601482120014,43.98,64.17,79.93,87.21,100.0,96.1
12.930163420191516,1.5554867890700355,10.909646043616757,187.14482098407484,33.32,47.93,72.6,80.94,95.67,99.31
30.526990795364707,1.2112607436309877,11.230918771392572,67.66266243352118,50.45,79.42,92.49,94.62,90.54,100.0
23.20457481218804,0.6467512409765022,12.527409957255472,136.47747132713803,46.9,66.25,91.61,100.0,100.0,100.0
13.661147045343364,1.2374238126752486,8.240854373332716,91.10828310308091,37.46,56.18,76.03,85.12,90.57,95.82
24.855307303338105,1.2102076561708486,11.86494998699814,133.126700377369,46.92,68.38,82.07,93.85,94.23,95.97
11.031655633456552,0.7598028048650227,10.537376083958536,147.71305825277963,39.35,61.66,80.2,82.54,89.55,100.0
37.27961206236346,1.1507774738569596,11.929968226134976,174.46127055608025,54.45,76.69,94.12,94.3,99.21,95.8
17.763399448000506,1.09775710159606,9.437145581831015,80.96319076409048,39.94,61.92,75.78,90.94,94.17,99.72
29.87566853061946,1.4237751470783246,18.68632736887874,51.649374298772074,57.69,81.1,92.64,95.81,99.21,100.0
19.35133228268233,1.4526404763014658,15.123109442648584,70.5328445103211,47.15,67.02,83.3,91.03,92.29,100.0
25.602040635334326,0.5679560146580668,16.149227829733874,185.00279627721577,52.06,73.78,89.42,99.42,97.77,100.0
26.40130838029839,1.0619189219397067,17.47005486328806,181.0835116343773,53.39,76.33,88.85,100.0,95.03,100.0
15.545633665765811,1.4387898735713547,13.981306387148688,139.61196532554624,44.78,63.53,81.13,90.06,94.93,97.88
39.08753883293676,1.2547043878701316,9.043043457049084,140.077529065048,58.87,82.66,90.01,92.68,98.42,100.0
33.253984700833435,1.7847347617824834,14.445278501822573,149.7555011819383,52.12,79.56,95.86,94.67,100.0,100.0
38.18496824692568,1.4880404474284175,15.04209341625055,76.30569179351744,57.75,78.11,91.5,94.55,97.13,96.18
36.844820512829465,0.7444016406221445,16.94527369021196,187.16179188874398,61.93,78.99,95.3,93.57,100.0,100.0
27.936999364332554,0.6058531211006448,13.179914554756152,112.81557873381097,48.83,76.04,94.69,92.8,100.0,100.0
37.6562270506935,1.4636289173094734,9.530963633546765,107.47077923742461,52.58,74.63,92.6,96.61,100.0,96.93
12.654775061557585,0.5397669658124327,11.405310869584694,127.83765579242564,42.97,57.56,80.95,87.44,92.39,100.0
15.879485872574357,1.378663371910195,12.356987556783622,57.04489501625826,45.02,62.8,77.29,88.68,97.87,98.49
11.356818667316142,1.9103453621374364,15.751006895979215,74.94250531341191,45.44,58.27,77.65,86.04,92.71,96.66
19.759909922897933,1.3632112668138183,14.849339656026942,160.70504246395558,49.6,70.28,83.44,89.29,91.15,100.0
21.660318690684463,1.082254889309783,12.273160710774155,62.419800188768974,44.49,61.3,87.23,100.0,96.75,100.0
18.140470953216877,1.4649323276635298,19.838182985515758,140.47281641995824,50.6,70.15,90.79,93.82,98.32,100.0
34.86212527455788,1.1873793357372748,15.269297832282646,86.80236645219814,56.25,81.12,92.4,95.17,100.0,97.13
20.70259980080768,1.3184251839739023,10.846721500831933,108.39434210629648,44.61,64.13,86.5,92.97,95.47,100.0
18.428035290621423,1.9121972131647877,9.221389671444845,93.30406051560499,41.6,57.47,75.9,82.07,88.39,95.82
26.280882494747456,1.0791539567011614,9.834309670211985,103.35090746974237,47.14,68.44,87.16,95.63,96.92,100.0
14.22772674924288,1.9417858457358714,10.951492740614098,157.85688577763682,35.42,47.12,70.37,83.38,86.26,97.6
34.06590942262119,1.8580259629340956,9.928176479114668,94.56825734347626,55.69,74.87,87.92,99.49,98.15,98.45
12.236519310393124,0.7936867021839447,10.238804288615668,134.9606960445346,37.55,57.27,76.92,88.26,93.37,97.42
39.60660809801552,0.6040419513127482,11.421142024326166,121.40756032986495,61.48,83.44,96.71,93.44,91.56,100.0
33.16734307889972,0.65116700206614,10.080483143537059,149.5506748043972,51.37,74.87,87.88,91.23,100.0,100.0
15.961470446025173,0.5273327384773245,18.761185095517103,190.5244608987137,50.21,64.3,87.51,96.54,93.47,100.0
10.165663513708072,0.6416644411338925,8.962804947939706,159.88581458153755,36.76,56.76,75.48,82.48,94.72,96.02
34.463842853645026,1.5245101601245352,14.294136674843056,82.24105678861352,56.04,73.37,90.44,94.18,98.19,100.0
31.205720315428515,0.6067829726903435,12.924761923875938,54.6774702591927,52.46,71.75,96.44,96.34,96.77,100.0
31.87021504122962,0.978463445440642,19.788543402903276,89.33960664497377,58.55,85.52,95.99,96.47,100.0,98.07
33.13811040057837,1.7673129664541818,9.344466826016628,139.2616896050382,52.57,71.34,91.93,99.37,97.61,97.14
12.22133955202271,0.5349079036037387,12.7742671885489,57.71387202263755,44.95,61.03,88.39,91.33,94.02,99.02
20.753971856328178,1.7217027238834037,19.633645199304425,124.45493708018545,46.83,68.07,92.01,92.95,94.51,100.0
13.476071785753891,0.9227821621600999,18.386085510727764,139.5264273375334,51.7,70.28,89.32,91.36,92.61,100.0
35.89310277626781,0.6772472414324844,17.804864851391358,100.13658362254412,61.12,80.78,98.7,99.96,100.0,100.0
28.698943804826737,1.545105748046226,11.094833924539278,165.6368305618733,47.81,72.6,87.75,95.22,100.0,100.0
19.926940745579476,1.443414270169826,10.05065104868079,65.98973797006578,44.02,64.95,80.13,87.59,91.43,92.32
11.906750508580709,1.8162080202905795,16.023718639093172,61.27066726037131,46.03,55.43,77.93,87.31,94.09,100.0
19.329469651469864,1.6026065657058286,19.15251186953103,159.22831343054048,52.56,68.32,87.26,95.37,96.67,100.0
19.75549966080241,1.7052213955772728,14.681154716167157,124.32369743092977,47.14,67.64,86.26,95.78,96.55,94.95
31.88818535014192,0.9230518588569597,14.859352273638798,153.2603594641604,58.42,75.25,90.79,98.92,100.0,99.86
29.126724140656393,0.7661593156695843,11.359749123923411,115.22410079056193,54.44,78.76,90.92,100.0,99.94,94.34
36.616382277289794,1.6259221274612874,17.233915198303244,86.96030498586603,61.31,80.02,97.19,99.65,98.69,96.18
24.16644775485848,1.710252108900896,10.24452498269028,172.86534765112995,44.11,61.84,81.7,93.45,100.0,99.87
13.58782737814905,1.98575771300101,11.884150836850925,169.91238184534689,31.89,54.7,77.1,82.25,89.7,95.96
31.39734361668985,1.1189265153671397,13.105237263397001,154.20447062816402,52.56,76.96,90.7,97.72,95.84,98.39
32.82355145850693,1.0580271286891747,14.09132454421346,90.8217705844944,58.89,75.62,97.29,95.82,99.47,100.0
26.83831592708489,1.6646194411129953,10.908916788980964,138.53460003036307,43.42,62.34,81.39,97.17,95.07,100.0
33.12901539863683,1.0112053103795269,9.378041896870442,104.14608454100403,51.82,74.2,94.82,100.0,100.0,100.0
24.81386789093172,1.896135988405347,15.327440509299592,63.73731099899512,52.25,71.0,89.49,92.49,94.74,99.28
25.681984881459822,1.7876191277645177,11.46356663888307,187.5970363193364,46.24,65.26,87.28,95.74,96.67,100.0
22.826230550756488,1.1434910410625276,14.974858657071348,70.52279463784421,47.35,70.31,86.19,89.28,97.38,99.07
10.762573802322855,1.626306601687246,9.852352583290427,192.53560307312037,36.73,51.04,66.12,85.94,90.79,95.88
13.236742809799134,1.6318143111270236,13.77368122225781,116.90086594369336,38.88,55.5,77.15,91.15,98.64,100.0
10.942875570602027,0.6546858032538989,14.39107319061903,77.76993932579295,42.09,59.7,82.76,85.61,96.08,98.02
29.092312337913413,1.85382936001935,8.621882441869122,131.2851421067537,44.92,61.36,86.37,91.04,92.74,90.32
19.4306794322898,1.2578785586717858,12.039251338327047,180.94187538146124,44.93,70.01,88.66,90.48,93.94,100.0
25.257120734941083,1.7396861991616124,9.612976123267691,159.83373296143418,41.84,65.41,85.82,95.42,95.37,98.09
37.22699421778279,0.9800744015459176,8.760499645673214,170.98417217921747,53.04,73.27,90.83,97.8,100.0,97.33
17.47876687446625,1.8432848427443007,19.879522788679342,148.8175050066076,52.7,67.4,86.34,91.43,89.63,100.0
22.31148769106889,1.0838025181012447,11.868246139696677,153.84148467767787,50.11,67.02,86.35,95.05,92.11,97.56
32.66653415629146,0.5162564772204475,17.71849335025562,177.37934773479788,63.31,76.77,95.09,93.99,100.0,99.79
16.863944964748676,1.8580729646288954,11.055687857165166,87.45020132887788,33.61,60.54,74.84,84.5,92.89,100.0
12.309397294863789,0.6369300151792003,16.17803266668715,123.41374454647107,43.48,66.56,86.29,94.83,96.86,97.86
18.69254358741304,0.9789704563856223,17.122734318676237,83.18141627294034,48.0,70.85,84.91,85.99,98.86,100.0
14.836638617620132,1.9250929505762073,15.14766488729413,198.15020119949705,33.81,56.94,81.55,95.15,93.83,95.66
37.890929570277194,1.9259107204063342,13.6589142626019,191.608900952992,55.65,80.37,89.87,94.46,97.27,96.9
34.24361138693251,1.360156832184929,12.942090969767222,55.914021705275886,55.97,80.55,92.44,95.92,97.75,95.04
29.002112695312704,1.447755818254699,12.186419198515944,155.83627587735327,53.96,71.21,88.18,100.0,98.66,97.22
36.143817705631534,1.1726682829674797,19.154349730973912,188.7872476123499,60.24,84.49,94.81,93.86,100.0,97.9
34.110162306973436,0.9398161575470968,17.96743289345275,77.08630176910003,66.1,83.37,92.66,100.0,99.46,100.0
15.597101766581076,0.9929968180548739,19.58032292799815,135.1917845828944,51.86,67.97,86.14,97.81,96.53,98.19
36.77676995469933,1.5087776841155576,9.491566681826537,187.3232446382063,51.07,75.34,96.65,92.92,98.4,100.0
26.18026725746952,1.62856179415652,16.77040970244373,55.09189678786983,52.26,74.0,86.34,96.87,97.47,100.0
34.22320465492187,1.687368565588773,19.260085481852453,154.61304008702598,62.48,86.52,95.0,98.58,99.67,98.79
36.8827389977048,1.6844272141918308,10.174796793987921,94.6023511058826,54.87,73.1,90.91,100.0,95.29,100.0
19.540104249155917,0.6368091545730356,8.79795520840133,188.65942930647955,48.91,64.29,77.27,90.0,99.61,98.65
13.301557735830302,1.2416304570538723,16.89344779148071,195.65873677480516,42.04,63.22,86.23,93.51,95.04,97.63
16.83805487625825,0.5863381400249664,14.893677358158943,191.63997336701507,47.77,66.21,91.81,93.06,100.0,100.0
22.813233658787688,1.3242933234856034,18.101945321099265,121.13213249861957,55.62,71.47,90.83,95.57,95.35,100.0
34.54044297767479,1.1622957520600656,9.677268519515474,179.30639764839702,50.5,77.73,89.13,96.76,99.2,98.88
35.82191749769031,1.8315562741374496,17.543207742318682,176.68240978026057,59.89,76.61,95.47,93.36,99.37,100.0
10.208563915935722,1.026372518828118,10.419527840572934,97.86507098648835,33.27,52.33,76.02,85.42,91.78,97.74
25.32241907732697,0.6756005246414087,9.963871314388454,174.33732112260162,52.1,73.62,89.14,93.9,99.49,100.0
22.52233009446337,0.7144875230792538,9.971189575171916,55.55114520732389,47.62,65.06,89.56,93.2,90.32,100.0
16.663234314121908,1.6422659475762083,17.774896642776586,139.44048177230798,44.97,66.16,86.05,93.35,98.47,97.66
13.595961020010485,1.4273270949743915,15.982366648354402,84.50132559315546,44.94,62.1,84.41,92.65,92.24,100.0
20.12845514210884,0.6516840141841853,14.276785097229432,68.08503286659182,48.83,72.96,89.19,100.0,96.87,98.36
38.287291117375574,0.6261602091724962,12.30596580948203,61.542980244381376,59.93,78.8,96.18,93.0,96.04,96.67
19.696087960622656,1.55145369718868,18.5264064897573,154.44331638172096,52.77,75.13,87.39,93.99,97.61,100.0
25.563718652300985,0.6091445095462903,12.709341289071624,100.98124456520992,50.16,73.8,92.75,97.26,98.7,100.0
31.090568766855334,1.7327900889355343,17.799193273658926,158.71501572931422,47.84,78.04,89.71,91.29,100.0,100.0
20.90888807137882,1.5593633407347443,13.269618902842621,59.803451119841355,45.49,68.55,89.31,96.34,100.0,100.0
39.15346248162882,0.6220231709628496,12.523333153098891,97.29355067459156,60.82,75.43,93.32,95.45,100.0,99.36
38.87341884826334,0.6272565711277879,13.552157428035278,130.9236938563006,61.46,82.32,94.41,100.0,97.45,100.0
17.553468874760924,1.9799593677517633,11.616534489969705,168.60847472584453,36.81,53.8,75.86,87.34,91.38,95.23
24.91745517677156,1.0614061936341805,16.971312562115013,97.81287543981048,49.9,73.99,86.06,98.47,98.61,95.29
19.026349294503092,1.0559632206003364,14.03264468110975,143.88370646555137,46.67,65.29,86.86,97.37,91.07,99.45
18.545214831324028,1.719199350886254,10.786552341761809,182.89666223542807,40.01,61.51,79.91,86.4,92.58,95.35
11.106608420635984,1.920872866075788,18.794894879294823,142.3794782273457,44.88,60.92,86.17,89.37,92.05,93.5
28.286930019396905,1.9790015957343063,12.606694656478536,84.94392121304506,43.45,64.13,87.7,95.52,92.35,100.0
25.080370696865845,1.6300672778884124,14.522634333367863,53.660117233480705,48.39,70.36,92.48,97.15,96.57,96.68
11.54436253749968,1.0643893782963736,18.877665331574562,180.5148310851395,40.02,64.17,84.33,89.77,95.92,99.19
18.359393927098346,0.6252510750480031,15.490855950967905,53.19041162755807,49.7,68.52,88.55,96.03,94.25,100.0
37.24797657899961,1.6657203738911552,9.402776488500368,181.2052509026299,53.25,73.74,92.34,96.68,100.0,100.0
17.186856720009175,1.3376063746037077,19.277985483361704,129.3405701040818,47.91,70.91,84.15,94.74,97.25,98.72
14.346846162736693,1.1363330138704644,15.532496636857015,190.86015477693442,44.66,59.09,82.07,92.15,96.24,95.65
24.68358280832689,1.859531577642104,12.018867375885034,169.81748536604982,49.96,63.38,87.61,93.83,94.26,100.0
39.56951362331802,0.6667962234592271,9.671264871960647,199.69011658000062,55.2,81.38,96.19,95.55,100.0,99.09
17.261658145345013,1.2389376564362888,17.528302271243554,102.60677231775652,49.55,69.48,86.36,96.33,99.42,93.99
30.164066422176358,0.5170304671511285,15.440873071142162,165.07824333966903,62.0,73.01,95.93,100.0,95.71,98.59
32.84858845986153,1.2029909629911895,14.401533103715858,110.28963704138633,53.12,75.82,91.02,99.27,100.0,100.0
17.12912631977199,0.584454913522756,18.72671099661149,121.98134304558633,50.76,71.96,84.44,93.15,100.0,100.0
31.846490458355788,0.6782268744021078,17.46316653469437,144.1258194827555,56.12,77.78,93.62,98.65,96.76,100.0
21.033493981577596,0.6762893701656574,9.820098556793013,181.05156712795082,45.51,66.78,86.99,93.0,95.16,98.69
28.969174917807383,1.4738154531740952,11.740664813546578,197.61252037989428,50.54,69.81,87.58,99.69,99.32,98.55
29.00589132282684,1.6190673188981348,10.981869677773588,165.24101207967772,51.62,68.59,90.94,95.42,96.97,100.0
26.073240522242756,1.3750531476457395,16.927355510872125,112.66501732510007,48.86,70.33,86.65,96.42,100.0,100.0
12.70869310163225,1.9432588227118128,8.402389216829352,113.20355034156053,32.02,47.9,60.83,76.1,82.53,90.82
35.05907486767714,1.062305869285556,14.838676218455799,160.63734523833372,57.99,76.95,87.11,99.74,95.82,100.0
19.623401949152075,0.9285681294227911,17.149504228888286,85.81657186524535,57.58,68.73,81.16,94.27,100.0,100.0
15.595555311995627,1.8028986922841903,18.521187641140994,66.5711169697092,42.0,66.95,82.89,91.95,100.0,94.33
11.223254246642917,0.835393757779179,12.10498098459089,103.19332364611648,41.12,60.73,82.38,88.84,94.39,96.53
27.726788295647253,1.944833809160917,17.855087656064153,93.08584874811226,53.91,72.21,91.79,94.71,99.29,99.51
30.326930855268472,0.5182317120347245,9.327580843462487,94.44621806839851,57.02,73.63,84.96,99.81,95.55,97.67
10.497634867835684,1.9548182400614587,18.15742750081422,85.0411626574865,38.43,63.29,72.57,97.84,96.55,98.33
25.36279174897843,0.5647398679258642,9.529863947983788,56.31397844545428,50.16,71.28,89.57,96.62,99.18,99.66
16.79487325593814,1.8367146705471067,12.767447486724407,52.68109021001207,39.89,59.03,78.67,92.05,95.32,88.91
29.355183712283495,1.2915516636294497,17.567544389354644,198.15835846040474,58.35,77.0,91.86,95.75,100.0,100.0
15.230992870149743,1.9894471941789504,9.799009128185286,114.16597006037935,32.15,53.31,69.31,78.86,87.37,98.01
30.728132143073978,0.6106948471030983,10.751016742791698,107.64899707395224,57.51,76.3,93.08,97.92,96.54,100.0
21.602060389016124,1.3307814266019813,16.667030820716796,151.94709240396048,52.99,72.95,91.76,96.92,98.63,100.0
38.101899662102035,1.9539538034286483,16.64043843855289,82.73808317975963,58.26,75.58,92.48,95.22,96.99,99.4
14.125628324379797,1.2846467662552232,15.693771594623568,192.4941775925338,41.9,62.95,77.33,92.03,95.44,96.15
20.231990531507755,1.4440979572028938,16.3273813336052,167.9517521623328,50.79,71.65,82.05,91.68,94.78,96.43
13.404205637217672,1.5436230334769259,14.512693320171154,63.411650346838925,43.53,59.56,79.04,83.07,95.75,94.17
37.74080854835688,1.1818115971516598,11.021588706883433,112.63711636773925,57.08,77.73,96.28,93.14,89.76,100.0
36.32018060142943,1.4413371201260952,12.148351922047034,181.8677461343247,61.35,79.72,92.3,95.31,100.0,96.83
17.73824883145467,1.3764714678846504,10.179172601617108,191.70980334371154,42.43,61.61,82.98,97.34,95.01,96.35
29.79952138102537,1.8517370157364834,18.90140673600354,120.11022668748046,55.48,70.33,89.36,95.44,97.04,100.0
34.51666600603647,0.5681695705121868,15.000701537193446,142.01170838160616,57.5,83.05,93.77,97.82,98.22,100.0
26.65602434798387,0.9214447843883455,12.810217001163679,75.05509191381128,54.94,70.0,87.53,94.66,93.99,97.1
25.889517350680194,1.925617226114838,13.544069643729593,198.6752939205465,46.78,70.82,87.18,94.24,99.45,98.77
17.25556872701355,1.8353956758363745,19.367400075341784,84.7507552075165,48.79,67.25,86.71,91.61,89.39,98.71
12.793083034176977,1.1834851291785693,9.840216837392962,191.40976612026884,41.4,58.21,78.41,89.43,91.64,97.22
36.91647273859981,1.4301988967023052,15.034757984201567,147.44699734885526,56.53,77.32,94.84,100.0,98.6,98.48
37.01254171489991,0.9160717744716991,14.070664146613591,141.16051923182886,59.52,81.1,89.22,90.86,97.5,96.2
28.993043718198038,0.782181739585642,15.337450825215774,126.9032766524763,54.88,75.99,90.57,100.0,99.73,100.0
20.17089373146102,1.1955476074099733,8.217322205850087,84.6004717576638,43.84,57.82,83.91,89.57,96.36,94.9
20.476287238379825,1.0300283420390792,18.46548690732982,76.47920480082624,47.94,75.19,90.73,92.92,95.45,100.0
31.778670366107182,1.375484167776308,19.18541938980335,83.0729313605263,55.03,83.39,90.4,99.44,98.06,100.0
36.913307798577314,0.6166019554474773,14.781598203070507,77.96573932163818,59.27,80.02,94.32,95.04,100.0,98.36
36.61259272795352,1.9615922114992497,16.359809886522708,166.937671035013,56.6,74.27,84.72,96.6,100.0,100.0
33.396266375728715,1.9793161167194042,19.069992574127546,102.5187888750095,57.26,76.5,92.5,98.83,95.34,100.0
29.26094938462863,1.5472425710296176,16.486863611760782,58.676401484509455,56.7,76.82,92.16,96.4,100.0,100.0
12.524198949851465,1.3041445495161805,9.830468514971136,195.3653945211217,35.05,52.44,74.59,89.37,86.89,91.8
14.848861422838413,0.9642914244294916,14.915460322001758,182.56788274451387,46.18,65.6,84.8,92.99,95.34,100.0
36.956625655812374,1.720692529560423,15.28058055659427,189.16284247928195,52.76,75.03,92.25,92.32,98.39,100.0
28.1928717897877,1.5270967588308189,13.089568055628632,199.23617339696528,51.26,72.01,84.85,93.21,96.61,98.52
10.27591154849889,0.743925409017337,16.83733082749667,76.0842873829231,48.9,66.42,80.39,92.62,97.25,100.0
13.044146285980963,1.8663907767407637,19.21240417722818,109.4363028353988,48.76,60.54,80.34,87.45,94.62,99.95
29.905053073241675,1.7338058643847534,19.106822154881314,163.73577135561368,59.17,76.03,90.86,97.32,96.22,100.0
10.15184751538656,1.924699869937886,13.410072456849585,154.40309270806884,29.48,52.43,78.08,82.84,88.54,94.27
14.824241542524959,1.58857926258254,9.358856550089063,73.08438595097826,35.51,58.2,67.57,89.25,86.28,95.37
26.462013680997583,1.4201227939036847,19.818094387548015,172.37496874859266,54.57,77.69,86.82,98.15,100.0,95.66
30.756855930780798,1.1273645544359283,18.06677703735121,83.6660857754991,58.69,76.04,94.13,97.46,97.06,100.0
29.558837785078016,1.89909272503102,9.495952174439202,83.57264222339346,52.71,66.64,87.81,89.3,93.73,100.0
16.728079283816793,1.7990958342506125,19.050102591408468,130.54616343401204,51.55,68.06,84.55,93.07,92.78,100.0
31.365376640426074,0.5678280051592841,18.43875634474554,138.94099022625548,63.21,78.85,92.63,98.78,97.95,99.69
17.117472624904003,0.539550461745878,14.226056685512866,137.01293117567167,55.05,68.03,85.74,91.99,99.3,98.7
19.76199094477803,1.0646950503170745,15.09530522893915,63.72302560966323,47.13,73.08,91.33,92.29,91.56,100.0
32.394742153540726,1.7158299961727494,12.788032446441562,181.61912939455706,50.89,75.46,83.92,98.44,94.5,100.0
29.48898697141644,1.9809141939724166,8.657139665864376,89.84000638830591,46.09,62.99,83.37,94.54,96.47,100.0
35.47670231482534,0.7256253366552923,12.02236689975081,69.42723819242062,63.87,73.17,97.61,97.67,96.27,95.83
29.7283867690103,1.3911960730282027,17.63424138317614,183.31221198034658,55.72,79.09,91.48,100.0,94.38,99.73
27.049258100064147,1.0713362849465322,8.055584276055235,193.34772473446301,44.18,69.0,88.84,92.26,89.0,99.75
12.810243034842774,1.9548715967219048,12.00199006029373,179.3191425898176,36.34,54.02,76.66,80.4,91.78,99.29
21.031474091783004,1.7631783847035631,12.77802432309132,171.4274112087317,39.16,65.08,81.7,91.29,96.57,97.18
17.956071030451763,1.7574930570667067,14.448747235255075,148.28629709585326,41.69,63.35,79.23,87.76,97.23,95.05
17.319689301372506,1.2030397396924555,19.038267396953124,132.6286055913709,52.22,71.71,82.76,92.6,100.0,96.44
39.190316642573364,1.1222292535064977,12.156151932391534,63.048013986711524,57.32,79.95,95.51,96.8,97.27,100.0
21.792931740002814,0.9101106078960594,12.163438422754732,111.2679819606048,53.81,71.54,86.95,91.43,94.52,100.0
36.7613966553134,0.5845632449763907,16.85001497731698,105.9032775518471,63.47,85.84,96.72,93.8,100.0,96.92
28.934158779917887,1.7970835643825798,13.426615290677686,88.96306756404894,49.69,71.7,94.37,100.0,99.46,98.89
33.84433910624945,1.7193515136951163,10.695257875279783,158.51301705328774,53.77,74.97,88.35,100.0,98.65,100.0
25.079112793155765,1.999576509929196,13.42927419359232,124.38136026181562,49.15,68.32,88.05,91.25,94.87,95.75
27.307116538790773,1.994955255610858,9.6902842445576,62.15693238614719,46.59,67.33,85.29,97.04,95.83,100.0
24.77553081456592,1.3331475584039412,10.11664383807468,83.0274802924717,43.66,65.66,87.44,95.53,95.59,98.81
15.857289633941335,1.6534811227707658,13.980413272873758,152.4888145489394,37.45,60.19,83.49,91.54,95.86,98.27
31.67356345784516,1.917148594823642,13.027105394054574,61.41962892354503,51.87,70.0,91.18,96.59,99.36,97.94
18.423170873225672,1.7744710860161172,18.9781508128172,177.68103710731532,41.95,71.7,85.11,91.18,99.04,98.03
10.729478992943616,0.8710221526147965,12.348726789399597,124.27197905209614,43.16,60.74,80.78,84.14,96.88,98.38
29.364168877215036,1.1758162029651402,14.967060203336521,122.0879865989972,53.77,75.41,85.71,97.67,95.41,95.64
15.313320382211469,0.6937391227272425,15.587171455034365,138.86116769892766,43.4,71.28,84.31,98.14,95.21,94.03
38.21375753058743,1.9310765408880837,8.157133479060004,173.70214488877238,48.74,75.93,88.78,93.78,98.42,100.0
38.617857310077625,1.40926195167632,15.962448464200527,102.17138118532895,63.34,84.05,92.7,93.87,97.96,100.0
37.44593170661346,0.842964208255194,10.136431602437018,151.70242288385953,54.42,74.41,93.46,97.04,98.98,97.52
21.10476100766333,1.507551026608785,19.532843809633462,134.85979459936866,51.23,69.29,91.81,98.47,92.37,96.74
